src,tgt
NC(=O)OCCSc1cc(-c2ccc(C)cc2C)nc(N)n1,*NC(=O)OCCSc1cc(-c2cc(*)c(C)cc2C)nc(N)n1
CCCC(=O)N(CC(C)C(CN(C)S(=O)(=O)c1ccc(Oc2ccccc2)nc1)OC)C(C)CO,*CCCC(=O)N(CC(C)C(CN(C)S(=O)(=O)c1ccc(Oc2ccccc2)nc1)OC*)C(C)CO
NC(CC[NH3+])C(=O)NC(CCCC[NH3+])C(=O)OC(C)C(NC(=O)C(=CC)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CCC(N)=O)NC(=O)C(NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C1CCCN1C(=O)C(=CC)NC(=O)CC(O)CCCCC)C(C)C)C(C)C)C(C)C)C(C)C)C(=O)NCC(C)CC,*NC(CC[NH3+])C(=O)NC(CCCC[NH3+])C(=O)OC(C)C(NC(=O)C(=CC)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CCC(N)=O)NC(=O)C(NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C1CCCN1C(=O)C(=CC)NC(=O)CC(O)CCCCC)C(C)C)C(C)C)C(C)C)C(C)C)C(=O)NC(*)C(C)CC
C(=O)NC(C)C(=O)N(C)C(Cc1c(Br)[nH]c2ccccc12)C(=O)NC(=CC(=O)OCC)c1ccc(O)c(O)c1,*C(=O)NC(C)C(=O)N(C)C(Cc1c(Br)[nH]c2ccccc12)C(=O)NC(=CC(=O)OC(*)C)c1ccc(O)c(O)c1
CCCCC=C1CC(CO)(COC(=O)CCCCCCCC)OC1=O,*CCCCC=C1CC(CO)(COC(=O)CCCCCCCC*)OC1=O
C(C)=CC(O)CC1(C)OC1CC1(C(C)C)CCC(C)O1,*C(C)=CC(O)CC1(C)OC1CC1(C(C)C)CCC(*)(C)O1
CCCOc1cc(NCC(C)C)c(Cl)cc1NC(=O)Nc1cnc(C#N)cn1,*CCCOc1cc(NCC(C)C)c(Cl)cc1NC(=O)Nc1cnc(C#N)c(*)n1
CC(=O)N1CCCC1C(=O)OCC(C)C=CCC(=O)NC(CCSC)C(=O)O,*CC(=O)N1CCCC1C(=O)OCC(C)C=CCC(=O)NC(CCSC)C(=O)O*
CCCCCNC(=O)C(c1c(C(=O)[O-])[nH]c2cc(Cl)ccc12)N(Cc1ccc(Cl)cc1Cl)C(=O)CCCC,*CCCCCNC(=O)C(c1c(C(=O)[O-])[nH]c2cc(Cl)ccc12)N(Cc1ccc(Cl)cc1Cl)C(=O)CCCC*
Nc1c(C=NN2CCN(Cc3ccccc3)CC2)cc2c3c(c(C)c([O-])c2c1O)OC(C)(OC=CC(OC)C(C)C(OC(C)=O)C(C)C(O)CC)C3=O,*Nc1c(C=NN2CCN(Cc3ccccc3)CC2)cc2c3c(c(C)c([O-])c2c1O)OC(C)(OC=CC(OC)C(C)C(OC(C)=O)C(C)C(O)C(*)C)C3=O
C=CC1CC1(NC(=O)C1CC(Oc2ncc(OC)c3ccc(Cl)cc23)CN1C(=O)CNC(=O)NCc1ccc2c(c1)B(O)OC2)C(=O)[N-]S(=O)(=O)C1CC1,*C=CC1CC1(NC(=O)C1CC(Oc2ncc(OC)c3ccc(Cl)cc23)CN1C(=O)C(*)NC(=O)NCc1ccc2c(c1)B(O)OC2)C(=O)[N-]S(=O)(=O)C1CC1
OC(C(=O)C(C)C(=O)NC(CC(C)C)C(=O)N1CCCC1C(=O)N(C)C(Cc1ccc(OC)cc1)C(=O)OC(C)C(NC(=O)C(CC(C)C)N(C)C(=O)CNC(=O)c1ccc(C(=O)c2ccccc2)cc1)C(=O)NCC(C)CC)C(C)C,*OC(C(=O)C(C)C(=O)NC(CC(C)C)C(=O)N1CCCC1C(=O)N(C)C(Cc1ccc(OC)cc1)C(=O)OC(C)C(NC(=O)C(CC(C)C)N(C)C(=O)CNC(=O)c1ccc(C(=O)c2ccccc2)cc1)C(=O)NC(*)C(C)CC)C(C)C
C(=O)OC1C(OC2OC(C)C(OC(=O)C(C)CC)C(O)C2O)C(C)OC(OC2C(OC3C(OCCCCCC)OC(C)C(O)C3O)OC(CO)C(O)C2O)C1OC(=O)C(C)CC,*C(=O)OC1C(OC2OC(C)C(OC(=O)C(C)CC)C(O)C2O)C(C)OC(OC2C(OC3C(OC(*)CCCCC)OC(C)C(O)C3O)OC(CO)C(O)C2O)C1OC(=O)C(C)CC
C(C)Oc1ccc(NS(=O)(=O)c2ccc(OC)cc2)cc1C(=O)N(CC(C)CCN(C)C(=O)CCC[NH+](C)C)C(C)CO,*C(C)Oc1ccc(NS(=O)(=O)c2ccc(OC)cc2)cc1C(=O)N(CC(C)C(*)CN(C)C(=O)CCC[NH+](C)C)C(C)CO
C(C)C(C(=O)OC)C(C)CC(C)=CC=CC(OC)CC(C)C(O)C(C)C1(O)CC(OC)C(C)C(C(C)C)O1,*C(C)C(C(=O)OC)C(C)CC(C)=CC=CC(OC)C(*)C(C)C(O)C(C)C1(O)CC(OC)C(C)C(C(C)C)O1
NC(CCC(N)=O)C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(CCC(=O)[O-])C(=O)NC(C(=O)N1CCCC1C(=O)NC(CCC(=O)[O-])C(=O)NCC(=O)NC(C)C(=O)NC(CCC(=O)[O-])C(=O)NC(C)C(=O)NC(CCCC[NH3+])C(=O)N1CCCC1C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1ccc(O)cc1)C(=O)NCC=O)C(C)O,*NC(CCC(N)=O)C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(CCC(=O)[O-])C(=O)NC(C(=O)N1CCCC1C(=O)NC(CCC(=O)[O-])C(=O)NCC(=O)NC(C)C(=O)NC(CCC(=O)[O-])C(=O)NC(C)C(=O)NC(CCCC[NH3+])C(=O)N1CCCC1C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1ccc(O)cc1)C(=O)NCC(*)=O)C(C)O
C(C)OC(=O)CC(C(O)C1CC(O)CC1)S(=O)CC(O)CO,*C(C)OC(=O)CC(C(O)C1CC(O)CC1*)S(=O)CC(O)CO
SCC(NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CCSC)NC(=O)CNC(=O)C(NC(=O)C(CC(N)=O)NC(=O)C(CCCC(=O)[O-])NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CC(C)C)NC(=O)CCC(C(=O)[O-])C(=O)[O-])C(C)C)C(N)=O,*SCC(NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CCSC)NC(=O)CNC(=O)C(NC(=O)C(CC(N)=O)NC(=O)C(CCCC(=O)[O-])NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CC(C)C)NC(=O)C(*)CC(C(=O)[O-])C(=O)[O-])C(C)C)C(N)=O
CCCCCC(C(=O)CC)S(=O)(=O)[N-]C(=O)Nc1ccc(OC)cc1,*CCCCCC(C(=O)CC*)S(=O)(=O)[N-]C(=O)Nc1ccc(OC)cc1
C(=O)Nc1c(C=NN2CC[NH+]3CCCCC3C2)c(O)c2c3c(c(C)c([O-])c2c1O)OC(C)(OC=CC(OC)C(C)C(OC(C)=O)C(C)C(O)C(C)CO)C3=O,*C(=O)Nc1c(C=NN2CC[NH+]3CCCCC3C2)c(O)c2c3c(c(C)c([O-])c2c1O)OC(C)(OC=CC(OC)C(C)C(OC(C)=O)C(C)C(O)C(C)C(*)O)C3=O
COc1cc(-c2cnc(C#N)c(C#N)n2)ccc1OCCOCCO,*COc1cc(-c2cnc(C#N)c(C#N)n2)ccc1OCCOCCO*
C(=O)C(COC(=O)C(c1ccccc1)c1ccccc1)NC(=O)C(NC(=O)C(NC(=O)C(Cc1ccc(OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)cc1)NC(=O)CC(C)c1ccccc1)C(O)C1CNC(N)N1)C(O)C1CNC(N)N1C1OC(CO)C(O)C(O)C1O,*C(=O)C(COC(=O)C(c1ccccc1)c1ccccc1)NC(=O)C(NC(=O)C(NC(=O)C(Cc1ccc(OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)cc1)NC(=O)C(*)C(C)c1ccccc1)C(O)C1CNC(N)N1)C(O)C1CNC(N)N1C1OC(CO)C(O)C(O)C1O
CCCNCC[NH2+]CCCNCc1cc(CN2CCC[NH2+]CCNCCC[NH2+]CC2)cc([N+](=O)[O-])c1,*CCCNCC[NH2+]CCCN(*)Cc1cc(CN2CCC[NH2+]CCNCCC[NH2+]CC2)cc([N+](=O)[O-])c1
[NH2+]CC(Cc1ccccc1)Nc1ncc(Cl)n(CC(=O)NCc2cc(Cl)ccc2O)c1=O,*[NH2+]CC(Cc1ccccc1)Nc1ncc(Cl)n(CC(=O)NCc2cc(Cl)ccc2O*)c1=O
C(C)C1N(CCCCn2cnc(-c3cccnc3)c2)C(=O)OC1(C)C(CC)OC(=O)C(C)C(OC(=O)Cc1ccccn1)C(C)C(OC1OC(C)CC([NH+](C)CC)C1O)C(C)OC,*C(C)C1N(CCCCn2cnc(-c3cccnc3)c2)C(=O)OC1(C)C(CC)OC(=O)C(C)C(OC(=O)Cc1ccccn1)C(C)C(OC1OC(C)CC([NH+](C)CC)C1O)C(*)(C)OC
COc1ccc(N2CCCC2C(=O)[NH+]=C(N)NCc2cc(Cl)c(NC(=O)C[NH2+])c(Cl)c2)cc1,*COc1ccc(N2CCCC2C(=O)[NH+]=C(N)NCc2cc(Cl)c(NC(=O)C[NH2+]*)c(Cl)c2)cc1
C(=O)C(CCCNC(N)=[NH2+])NC(=O)C1CCCN1C(=O)C(CO)NC(=O)C(CCCSC)NC(=O)C(C)NC(=O)C(CO)NC(=O)C1CSSCC(NC(=O)C[NH3+])C(=O)NCC(=O)NC(CO)C(=O)NC(Cc2cnc[nH]2)C(=O)N2CCCC2C(=O)NC(C(C)C)C(=O)N1,*C(=O)C(CCCNC(N)=[NH2+])NC(=O)C1CCCN1C(=O)C(CO)NC(=O)C(CCCSC)NC(=O)C(C)NC(=O)C(CO)NC(=O)C1CSSCC(NC(=O)C[NH3+])C(=O)NC(*)C(=O)NC(CO)C(=O)NC(Cc2cnc[nH]2)C(=O)N2CCCC2C(=O)NC(C(C)C)C(=O)N1
COC(CN(C)C(=O)Nc1ccccc1C(F)(F)F)C(C)CN(C=O)C(C)CO,*COC(CN(C)C(=O)Nc1ccccc1C(F)(F)F)C(C)CN(C(*)=O)C(C)CO
CCC(=O)OCCCC(CC)NS(=O)(=O)c1cc(Cl)ccc1Cl,*CCC(=O)OCCCC(CC*)NS(=O)(=O)c1cc(Cl)ccc1Cl
Cc1c(Cl)c(O)cc(O)c1C(=O)OC(C)CC(O)C,*Cc1c(Cl)c(O)cc(O)c1C(=O)OC(C)CC(O)C*
CCCCCC(NC(=O)C1C2C(CN1C(=O)CNC(=O)OC(C)(C)C)C2(C)C)C(=O)C(=O)NCC(=O)NCc1ccccc1,*CCCCCC(NC(=O)C1C2C(CN1C(=O)C(*)NC(=O)OC(C)(C)C)C2(C)C)C(=O)C(=O)NCC(=O)NCc1ccccc1
CCCCCCC(=O)Nc1cc(CCC=C(C)CCCOC(=O)C(CC(C)C)NC(=O)C2CCCCC2)cc(OC)c1,*CCCCCCC(=O)Nc1cc(CCC=C(C)CCC(*)OC(=O)C(CC(C)C)NC(=O)C2CCCCC2)cc(OC)c1
CC1CC(OC(=O)C=CC)CC(OCCCCCCCC)(C2CSC(=O)N2)O1,*CC1CC(OC(=O)C=C(*)C)CC(OCCCCCCCC)(C2CSC(=O)N2)O1
COCCOCCOCCOCCOCCOCCOCCOCCOCCC(=O)NCCCCC(NC(=O)C(CCC(=O)[O-])NC(=O)C1CCCN1C(=O)C(Cc1ccccc1)NC(=O)C1CCCN1C(=O)C(CCC(N)=O)NC(=O)C(CCCCNC(=O)CCOC)NC(C)=O)C(=O)NC(CCC(=O)[O-])C(=O)NC(CC(C)C)C(=O)N1CCCC1C(=O)NC(Cc1ccc(O)cc1)C(=O)[O-],*COCCOCCOCCOCCOCCOCCOCCOCCOCCC(=O)NCCCCC(NC(=O)C(CCC(=O)[O-])NC(=O)C1CCCN1C(=O)C(Cc1ccccc1)NC(=O)C1CCCN1C(=O)C(CCC(N)=O)NC(=O)C(CCCCNC(=O)CCOC*)NC(C)=O)C(=O)NC(CCC(=O)[O-])C(=O)NC(CC(C)C)C(=O)N1CCCC1C(=O)NC(Cc1ccc(O)cc1)C(=O)[O-]
COC(CN(C)S(=O)(=O)c1ccc(F)cc1)C(C)CN(C(=O)c1cc(NC(=O)Nc2ccccc2)ccc1O)C(C)COC(=O)C(C)(C)C,*COC(CN(C)S(=O)(=O)c1ccc(F)cc1)C(C)CN(C(=O)c1cc(NC(=O)Nc2ccccc2)ccc1O*)C(C)COC(=O)C(C)(C)C
C(=O)NC(c1nc(-c2nc(-c3nc(C(=O)NC(CCCC[NH2+]C)c4nc(-c5ncco5)co4)co3)co2)co1)C(C)C,*C(=O)NC(c1nc(-c2nc(-c3nc(C(=O)NC(CCCC[NH2+]C)c4nc(-c5nc(*)co5)co4)co3)co2)co1)C(C)C
CCCCCCCCCN(CC(N)=O)C(=O)C(CCC(=O)[O-])NC(=O)C1CCCN1C(=O)C1CCCN1C(=O)C(C)NC(=O)C(NC(=O)C1CCCN1C(=O)C(CCC(=O)[O-])NC(=O)CN(CCCC)C(=O)CCCCNC(=S)Nc1ccc2c(c1)C1(OC2=O)c2ccc(O)cc2Oc2cc(O)ccc21)C(C)O,*CCCCCCCCCN(CC(N)=O)C(=O)C(CCC(=O)[O-])NC(=O)C1CCCN1C(=O)C1CCCN1C(=O)C(C)NC(=O)C(NC(=O)C1CCCN1C(=O)C(CCC(=O)[O-])NC(=O)CN(CCCC*)C(=O)CCCCNC(=S)Nc1ccc2c(c1)C1(OC2=O)c2ccc(O)cc2Oc2cc(O)ccc21)C(C)O
C=CC=CC(=O)OC1CC2OC3C=C(C)C(O)CC3(COC=O)C1(C)C21CO1,*C=CC=CC(=O)OC1CC2OC3C=C(C)C(O)CC3(COC(*)=O)C1(C)C21CO1
CCCCCCCNC(=O)C,*CCCCCCCNC(=O)C*
CCC(NC(=O)C([NH3+])Cc1ccc(O)cc1)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCN)C(=O)NCCNC(N)=O,*CCC(NC(=O)C([NH3+])Cc1ccc(O)cc1)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCN*)C(=O)NCCNC(N)=O
CC(O)CC(=O)OC(C(C)C=CC=CC=CC=CC=CC=CC=CC(CC1OC(O)(CC(O)CC(O)CCO)CC(O)C1C(=O)NCC[NH+](C)C)OC1OC(C)C(O)C(NC(=O)CN2CC[NH+](C)CC2)C1O)C(C)CCC(O)CC(=O)c1ccc(NC)cc1,*CC(O)CC(=O)OC(C(C)C=CC=CC=CC=CC=CC=CC=CC(CC1OC(O)(CC(O)CC(O)CC(*)O)CC(O)C1C(=O)NCC[NH+](C)C)OC1OC(C)C(O)C(NC(=O)CN2CC[NH+](C)CC2)C1O)C(C)CCC(O)CC(=O)c1ccc(NC)cc1
NC1=CC(=O)C(N2CCC2)=C(CC(C)CC(OC)C(=NO)C(C)C=C(C)COC(N)=O)C1=O,*NC1=CC(=O)C(N2CCC2)=C(CC(C)CC(OC)C(=NO)C(C)C=C(C)C(*)OC(N)=O)C1=O
C(C)=CC(COC1OC(C)C(O)C(OC)C1OC)C(CC)OC(=O)CC(O)C(C)C(OC1OC(C)C(O)C([NH+](C)C)C1O)CCCI,*C(C)=CC(COC1OC(C)C(O)C(OC)C1OC)C(CC)OC(=O)CC(O)C(C)C(OC1OC(C)C(O)C([NH+](C)C)C1O)C(*)CCI
OC(C(=O)NO)C(CCCc1ccccc1)C(=O)NC(CCCNC(=O)OC(C)(C)C)C(=O)NC,*OC(C(=O)NO)C(CCCc1ccccc1)C(=O)NC(CCCN(*)C(=O)OC(C)(C)C)C(=O)NC
CCC[NH2+]C(C(=O)N1CC(Oc2nccc3ccc(C)cc23)CC1NC1(C(=O)[N-]S(=O)(=O)C2CC2)CC1C=C)C1CCCC1,*CCC[NH2+]C(C(=O)N1CC(Oc2nccc3ccc(C*)cc23)CC1NC1(C(=O)[N-]S(=O)(=O)C2CC2)CC1C=C)C1CCCC1
COc1ccc(CC(NC(=O)C(N)C(C)C)C(=O)C(F)(F)C(=O)NCc2ccccc2)cc1,*COc1ccc(CC(NC(=O)C(N*)C(C)C)C(=O)C(F)(F)C(=O)NCc2ccccc2)cc1
C(OC(=O)NCCCNC(=[NH2+])NC(=O)NC)C(C)C(OCC#C)C(C)(O)CC(C)C1OC(C)(C)OC(C(C)(C)CCC)C1C,*C(OC(=O)NCCCNC(=[NH2+])NC(=O)NC)C(C)C(OCC#C)C(C)(O)CC(C)C1OC(C)(C)OC(C(C)(C)C(*)CC)C1C
OC(CC(OC)C(C)CCC(=O)C(C)C(OC(C)=O)C(C)C=CN(C)C=O)C(C)C(CC=Cc1nc(-c2nc(-c3nc(CC)co3)co2)co1)OC,*OC(CC(OC)C(C)CCC(=O)C(C)C(OC(C)=O)C(C)C=CN(C)C=O)C(C)C(CC=Cc1nc(-c2nc(-c3nc(C(*)C)co3)co2)co1)OC
C=CCC(NC(C)=O)C(=O)OCC(N)c1ccccc1,*C=CCC(NC(C)=O)C(=O)OCC(N*)c1ccccc1
C(=O)N1NCCCC1C(=O)N(O)C(C)C(=O)OC(C(C)C)C(NC(=O)C(C)(O)C1CCC(CC(C)CC)C(C)O1)C(=O)N1NCCCC1C(=O)N(O)CC,*C(=O)N1NCCCC1C(=O)N(O)C(C)C(=O)OC(C(C)C)C(NC(=O)C(C)(O)C1CCC(CC(C)CC)C(C)O1)C(=O)N1NCCCC1C(=O)N(O)C(*)C
CCC(c1cc(-c2ccc(NC(=O)OC)cc2)ccn1)N1CCC(c2c(F)ccc(C)c2F)=CC1=O,*CCC(c1cc(-c2ccc(NC(=O)OC)cc2*)ccn1)N1CCC(c2c(F)ccc(C)c2F)=CC1=O
CNC(=O)C(Cc1ccc2ccccc2c1)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(CCCCCC)NC(=O)C(Cc1ccc2ccccc2c1)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(CC(C)C)NC=O,*CNC(=O)C(Cc1ccc2ccccc2c1)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(CCCCCC)NC(=O)C(Cc1ccc2ccccc2c1)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(CC(C)C)NC(*)=O
NCCCCCC(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCNC(N)=[NH2+])C(=O)N1C(C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(CC(N)=O)C(=O)NCCCCCC(=O)NC(CSCc2cccc(CS)c2)C(N)=O)CC2CCCCC21,*NCCCCCC(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCNC(N)=[NH2+])C(=O)N1C(C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(CC(N)=O)C(=O)NCCCCCC(=O)NC(CSCc2cccc(CS*)c2)C(N)=O)CC2CCCCC21
CC[NH2+]C(CCCCCCCCCCCCC)CC(=O)NCCC[NH2+]C,*CC[NH2+]C(CCCCCCCCCCCCC)CC(=O)NCCC[NH2+]C*
C(=O)C(CC(=O)[O-])NC(=O)C(CCC[NH3+])NC(=O)CNC(=O)C(NC(=O)C(CC(=O)[O-])NC(=O)C(CC(N)=O)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C1CCC(CCCCC)CC1)C(C)OC(=O)C(CC(=O)c1ccccc1N)NC(=O)C(NC(=O)C(CO)NC(=O)CNC(=O)CCC(=O)[O-])C(C)CC(=O)[O-],*C(=O)C(CC(=O)[O-])NC(=O)C(CCC[NH3+])NC(=O)CNC(=O)C(NC(=O)C(CC(=O)[O-])NC(=O)C(CC(N)=O)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C1CCC(CCCCC)CC1)C(C)OC(=O)C(CC(=O)c1ccccc1N)NC(=O)C(NC(=O)C(CO)NC(=O)CNC(=O)C(*)CC(=O)[O-])C(C)CC(=O)[O-]
CCC(O)C(O)CC1(O)CC(O)C(C(=O)NC(CO)C(=O)OC)C(CC(C=CC=CC=CC=CC=CC=CC=CC(C)C(O)C(C)CC)OC2OC(C)C(O)C([NH3+])C2O)O1,*CCC(O)C(O)CC1(O)CC(O)C(C(=O)NC(CO)C(=O)OC)C(CC(C=CC=CC=CC=CC=CC=CC=CC(C)C(O)C(C)C(*)C)OC2OC(C)C(O)C([NH3+])C2O)O1
NC(C)C(=O)N(C)C(Cc1c[nH]c2ccccc12)C(=O)NC(c1ccc(C#N)cc1)C(OC)C(=O)OC(C)C(C)C=CC,*NC(C)C(=O)N(C)C(Cc1c[nH]c2ccccc12)C(=O)NC(c1ccc(C#N)cc1)C(OC)C(=O)OC(C)C(C)C=C(*)C
C=CC=CCC(C)OC(=O)CC(O)C(OC)C(OC1OC(C)CC(O)(C(C)=O)C1O)CCC,*C=CC=CCC(C)OC(=O)CC(O)C(OC)C(OC1OC(C)CC(O)(C(C)=O)C1O)C(*)CC
CCC=Cc1ccc2ccnc(OC3CC(C(=O)NC4(C(=O)[N-]S(=O)(=O)C5CC5)CC4C=C)N(C(=O)C(Cc4ccccc4)N)C3)c2c1,*CCC=Cc1ccc2ccnc(OC3CC(C(=O)NC4(C(=O)[N-]S(=O)(=O)C5CC5)CC4C=C)N(C(=O)C(Cc4ccccc4)N*)C3)c2c1
Cc1cc(O)ccc1-c1ccc(CCc2ccccc2)cc1O,*Cc1cc(O)ccc1-c1ccc(CCc2cccc(*)c2)cc1O
c1c(I)cc([N+](=O)[O-])cc1C(=O)NC(CCC(N)=O)C(=O)NC(C)C(=O)NCC(N)=O,*c1c(I)cc([N+](=O)[O-])cc1C(=O)NC(CCC(N)=O)C(=O)NC(C)C(=O)NC(*)C(N)=O
CCCCCCCC[NH2+]CCN1CC[NH2+]CC1,*CCCCCCCC(*)[NH2+]CCN1CC[NH2+]CC1
C(=O)Nc1c([N+](CC)(CC)CC)c(O)c2c3c(c(C)c([O-])c2c1O)OC(C)(OC=CC(OC)C(C)C(OC(C)=O)C(C)C(O)C(C)C(O)CC)C3=O,*C(=O)Nc1c([N+](CC)(CC)CC)c(O)c2c3c(c(C)c([O-])c2c1O)OC(C)(OC=CC(OC)C(C)C(OC(C)=O)C(C)C(O)C(C)C(O)C(*)C)C3=O
Cc1ccc(Oc2cc(CCNC(=O)C(Cc3cc(Br)c(Oc4cc(CC=NO)cc(Br)c4[O-])c(Br)c3)=NO)cc(Br)c2O)cc1,*Cc1ccc(Oc2cc(CCNC(=O)C(Cc3cc(Br)c(Oc4cc(CC(*)=NO)cc(Br)c4[O-])c(Br)c3)=NO)cc(Br)c2O)cc1
CC(NC(=O)C(CCC(N)=O)NC(=O)C(CCCC[NH3+])NC(=O)c1cc([N+](=O)[O-])cc(F)c1)C(N)=O,*CC(NC(=O)C(CCC(N)=O)NC(=O)C(CCCC[NH3+])NC(=O)c1cc([N+](=O)[O-])cc(F)c1*)C(N)=O
CCOC(CN(C)C(=O)Nc1ccc2c(c1)OCO2)C(C)CN(C(=O)c1cc(N(C)C)ccc1O)C(C)CO,*CCOC(CN(C)C(=O)Nc1ccc2c(c1)OCO2)C(C)CN(C(=O)c1cc(N(C)C)ccc1O*)C(C)CO
CC(CCCCCCCCCCC=O)=NOC(=O)C(C)(C)Oc1ccc(Cl)c(C)c1,*CC(CCCCCCCCCCC(*)=O)=NOC(=O)C(C)(C)Oc1ccc(Cl)c(C)c1
C=CCC(OC(=O)C1CCCN(C(=O)C(Cc2cccc(O)c2)NC(=O)C(NC(=O)C(CCC(C)=O)CO)C(C)C)N1)C(C)=CC=CC(=O)Nc1ccncc1,*C=CCC(OC(=O)C1CCCN(C(=O)C(Cc2cccc(O)c2)NC(=O)C(NC(=O)C(CCC(C)=O)C(*)O)C(C)C)N1)C(C)=CC=CC(=O)Nc1ccncc1
C(CO)NC(=O)C(NC(=O)C(NC(=O)C(Cc1ccc(OC2OC(CO)C(OC3OC(COCc4ccc(OC)c(F)c4)C(O)C(O)C3O)C(O)C2O)cc1)NC(=O)CC(C)c1ccccc1)C(O)C1C[NH+]=C(N)N1)C(O)C1C[NH+]=C(N)N1C1OC(CO)C(O)C(O)C1O,*C(CO)NC(=O)C(NC(=O)C(NC(=O)C(Cc1ccc(OC2OC(CO)C(OC3OC(COCc4ccc(OC)c(F)c4)C(O)C(O)C3O)C(O)C2O)cc1)NC(=O)C(*)C(C)c1ccccc1)C(O)C1C[NH+]=C(N)N1)C(O)C1C[NH+]=C(N)N1C1OC(CO)C(O)C(O)C1O
C(OC1CC(C)(OC)C(OC(=O)CC[NH+](C)CCNc2ccc3c(c2)c(=O)c(C(=O)NCCO)cn3C2CC2)C(C)O1)C(C)C(OC1OC(C)CC([NH+](C)C)C1O)C(C)(O)CC(C)C[NH+](C)C(C)C(O)C(C)(O)CCC,*C(OC1CC(C)(OC)C(OC(=O)CC[NH+](C)CCNc2ccc3c(c2)c(=O)c(C(=O)NCCO)cn3C2CC2)C(C)O1)C(C)C(OC1OC(C)CC([NH+](C)C)C1O)C(C)(O)CC(C)C[NH+](C)C(C)C(O)C(C)(O)C(*)CC
CC(NC(=O)CCNC(=O)C(C)NC(=O)CC(NC(=O)C(CC(C)C)NC(=O)C(C)NC=O)C(=O)[O-])C(=O)[O-],*CC(NC(=O)CCNC(=O)C(C)NC(=O)CC(NC(=O)C(CC(C)C)NC(=O)C(C)NC(*)=O)C(=O)[O-])C(=O)[O-]
COc1cc(F)cc(-c2ccnc(Nc3cccc(C[NH+](C)C)c3)n2)c1,*COc1cc(F)cc(-c2ccnc(Nc3cccc(C[NH+](C)C*)c3)n2)c1
CCC(c1cccc(-c2cc(C(=O)OC)ccc2N)c1)N1CCC(c2c(C(C)=O)ccc(Cl)c2F)=CC1=O,*CCC(c1cccc(-c2cc(C(=O)OC)ccc2N*)c1)N1CCC(c2c(C(C)=O)ccc(Cl)c2F)=CC1=O
C(C=CC=CBr)OC(=O)C(C)C1(O)CC(OC2OC(C)C(OC)C(O)C2OC)C(C)C(CCOC)O1,*C(C=CC=CBr)OC(=O)C(C)C1(O)CC(OC2OC(C)C(OC)C(O)C2OC)C(C)C(CC(*)OC)O1
CCCCC(=O)OC(C)C1(O)CC(OC(=O)C(O)Cc2ccccc2)C(C)=C(C(O)C(=O)C2(C)CC3(OC(C)=O)COC3CC2O)C1(C)C,*CCCCC(=O)OC(C)C1(O)CC(OC(=O)C(O)C(*)c2ccccc2)C(C)=C(C(O)C(=O)C2(C)CC3(OC(C)=O)COC3CC2O)C1(C)C
CC(C)CC(C)C(O)CC(=O)OC(CC=CC=C(C#N)CO)C1CCCC1C(=O)OCc1cn(CSc2ccccc2)nn1,*CC(C)CC(C)C(O)CC(=O)OC(CC=CC=C(C#N)C(*)O)C1CCCC1C(=O)OCc1cn(CSc2ccccc2)nn1
CNC(=O)C(CCCNC(N)=[NH2+])NC(=O)C1CC2CCCCC2N1C(=O)C1Cc2ccccc2CN1C(=O)C(CO)NC(=O)Cc1ccccc1,*CNC(=O)C(CCCNC(N)=[NH2+])NC(=O)C1CC2CCCCC2N1C(=O)C1Cc2ccccc2CN1C(=O)C(CO)NC(=O)C(*)c1ccccc1
